InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
543021,79000,MOROCCAN TEA GLASS,12,2/2/2011 14:36,0.85,15421.0,United Kingdom
570827,22624,IVORY KITCHEN SCALES,1,10/12/2011 13:14,8.5,15831.0,United Kingdom
565583,15056BL,EDWARDIAN PARASOL BLACK,3,9/5/2011 12:41,5.95,12816.0,Poland
539281,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,6,12/16/2010 15:45,2.95,18176.0,United Kingdom
552294,47566B,TEA TIME PARTY BUNTING,5,5/8/2011 14:06,4.95,16232.0,United Kingdom
568075,90177D,DROP DIAMANTE EARRINGS PURPLE,1,9/23/2011 14:21,2.95,14652.0,United Kingdom
577508,22156,HEART DECORATION WITH PEARLS ,4,11/20/2011 12:45,0.85,18127.0,United Kingdom
540185,16169M,WRAP DAISY CARPET ,25,1/5/2011 13:40,0.42,14653.0,United Kingdom
547203,21418,STARFISH SOAP DISH,6,3/21/2011 13:51,2.55,17146.0,United Kingdom
574053,22961,JAM MAKING SET PRINTED,12,11/2/2011 14:04,1.45,16379.0,United Kingdom
553896,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,5/19/2011 17:22,0.83,13887.0,United Kingdom
542895,85066,CREAM SWEETHEART MINI CHEST,1,2/1/2011 13:47,12.75,14549.0,United Kingdom
559629,22470,HEART OF WICKER LARGE,1,7/11/2011 11:58,2.95,14690.0,United Kingdom
549304,85176,SEWING SUSAN 21 NEEDLE SET,12,4/8/2011 8:39,0.85,16133.0,United Kingdom
573955,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,11/2/2011 10:51,7.95,14216.0,United Kingdom
552060,84946,ANTIQUE SILVER T-LIGHT GLASS,72,5/6/2011 10:39,1.06,15668.0,United Kingdom
542733,85027L,FRENCH CHATEAU LARGE PLATTER ,1,1/31/2011 15:35,7.95,15058.0,United Kingdom
551269,84378,SET OF 3 HEART COOKIE CUTTERS,12,4/27/2011 12:21,1.25,12840.0,United Kingdom
574532,23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,8,11/4/2011 14:19,2.89,15676.0,United Kingdom
557782,21534,DAIRY MAID LARGE MILK JUG,3,6/22/2011 15:41,4.95,14640.0,United Kingdom
580558,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,12/5/2011 10:19,2.95,14931.0,Channel Islands
549303,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,4/8/2011 8:27,2.95,18040.0,United Kingdom
542057,84912B,GREEN ROSE WASHBAG,2,1/25/2011 11:57,3.75,15967.0,United Kingdom
576879,22633,HAND WARMER UNION JACK,8,11/16/2011 16:52,2.1,18006.0,United Kingdom
546914,22084,PAPER CHAIN KIT EMPIRE,12,3/18/2011 8:12,2.95,13072.0,United Kingdom
571913,22754,SMALL RED BABUSHKA NOTEBOOK ,12,10/19/2011 15:29,0.85,18210.0,United Kingdom
536754,22867,HAND WARMER BIRD DESIGN,3,12/2/2010 14:09,2.1,14449.0,United Kingdom
556527,21096,SET/6 FRUIT SALAD  PAPER PLATES,2,6/13/2011 11:33,0.39,16205.0,United Kingdom
561702,22697,GREEN REGENCY TEACUP AND SAUCER,6,7/29/2011 10:58,2.95,15149.0,United Kingdom
544568,21735,TWO DOOR CURIO CABINET,2,2/21/2011 12:54,12.75,15065.0,United Kingdom
544195,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2/17/2011 8:58,1.25,13305.0,United Kingdom
C572110,23487,SWEET HEART CAKE CARRIER,-2,10/20/2011 19:11,9.95,14910.0,United Kingdom
570521,22939,ADULT APRON APPLE DELIGHT,4,10/11/2011 10:43,4.95,12371.0,Switzerland
572872,22620,4 TRADITIONAL SPINNING TOPS,2,10/26/2011 13:27,1.45,15320.0,United Kingdom
539717,22457,NATURAL SLATE HEART CHALKBOARD ,6,12/21/2010 13:03,2.95,15208.0,United Kingdom
547990,21358,TOAST ITS - HAPPY BIRTHDAY,12,3/29/2011 9:53,1.25,15589.0,United Kingdom
552294,23298,SPOTTY BUNTING,3,5/8/2011 14:06,4.95,16232.0,United Kingdom
580822,23084,RABBIT NIGHT LIGHT,1,12/6/2011 11:33,2.08,17884.0,United Kingdom
536537,22423,REGENCY CAKESTAND 3 TIER,2,12/1/2010 13:51,12.75,15922.0,United Kingdom
549099,22084,PAPER CHAIN KIT EMPIRE,10,4/6/2011 11:07,2.95,16241.0,United Kingdom
552448,21535,RED RETROSPOT SMALL MILK JUG,1,5/9/2011 13:45,2.55,18120.0,United Kingdom
571660,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,10/18/2011 12:49,2.95,16191.0,United Kingdom
547548,22084,PAPER CHAIN KIT EMPIRE,2,3/23/2011 15:37,2.95,15644.0,United Kingdom
568938,21096,SET/6 FRUIT SALAD  PAPER PLATES,2,9/29/2011 14:46,0.39,17220.0,United Kingdom
540463,84375,SET OF 20 KIDS COOKIE CUTTERS,12,1/7/2011 13:13,2.1,12489.0,France
570285,22940,FELTCRAFT CHRISTMAS FAIRY,4,10/10/2011 11:32,4.25,16637.0,United Kingdom
547549,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,3/23/2011 15:40,0.42,14794.0,United Kingdom
550995,22334,DINOSAUR PARTY BAG + STICKER SET,8,4/26/2011 8:33,1.65,16722.0,United Kingdom
575619,22835,HOT WATER BOTTLE I AM SO POORLY,24,11/10/2011 12:59,4.25,14712.0,United Kingdom
562928,23005,TRAVEL CARD WALLET I LOVE LONDON,24,8/10/2011 15:29,0.42,15494.0,United Kingdom
538826,22784,LANTERN CREAM GAZEBO ,9,12/14/2010 12:58,4.95,12370.0,Cyprus
556879,84563B,BLUE & WHITE BREAKFAST TRAY,1,6/15/2011 12:07,2.95,16461.0,United Kingdom
578008,22898,CHILDRENS APRON APPLES DESIGN,5,11/22/2011 12:47,1.95,14657.0,United Kingdom
536572,22469,HEART OF WICKER SMALL,12,12/1/2010 15:40,1.65,16539.0,United Kingdom
564741,22632,HAND WARMER RED RETROSPOT,96,8/28/2011 14:53,1.85,16107.0,United Kingdom
570827,23524,WALL ART HORSE & PONY ,1,10/12/2011 13:14,3.75,15831.0,United Kingdom
548327,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,3/30/2011 13:05,1.25,16788.0,United Kingdom
C580954,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-25,12/6/2011 14:19,3.75,12967.0,United Kingdom
555544,23207,LUNCH BAG ALPHABET DESIGN,10,6/5/2011 13:05,1.65,14621.0,United Kingdom
554987,22795,SWEETHEART RECIPE BOOK STAND,1,5/29/2011 12:48,6.75,14823.0,United Kingdom
538470,37449,CERAMIC CAKE STAND + HANGING CAKES,1,12/12/2010 12:34,9.95,15224.0,United Kingdom
540986,85066,CREAM SWEETHEART MINI CHEST,2,1/12/2011 16:14,12.75,15291.0,United Kingdom
542353,22555,PLASTERS IN TIN STRONGMAN,12,1/27/2011 12:19,1.65,16700.0,United Kingdom
564660,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,8/26/2011 14:45,2.1,15074.0,United Kingdom
564330,22189,CREAM HEART CARD HOLDER,6,8/24/2011 13:57,3.95,13411.0,United Kingdom
562902,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,8/10/2011 12:41,0.83,13925.0,United Kingdom
569717,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,32,10/6/2011 8:25,0.83,13845.0,United Kingdom
537622,15056N,EDWARDIAN PARASOL NATURAL,2,12/7/2010 14:30,5.95,13173.0,United Kingdom
568314,22083,PAPER CHAIN KIT RETROSPOT,1,9/26/2011 12:58,2.95,14387.0,United Kingdom
545001,21577,SAVE THE PLANET COTTON TOTE BAG,6,2/25/2011 12:40,2.25,16841.0,United Kingdom
548370,22295,HEART FILIGREE DOVE LARGE,1,3/30/2011 16:14,1.65,15528.0,United Kingdom
536572,22573,STAR WOODEN CHRISTMAS DECORATION,24,12/1/2010 15:40,0.85,16539.0,United Kingdom
575587,37327,ASSTD MULTICOLOUR CIRCLES MUG,16,11/10/2011 12:01,0.39,17461.0,United Kingdom
573863,22694,WICKER STAR ,12,11/1/2011 11:51,2.1,16825.0,United Kingdom
576654,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,11/16/2011 10:55,2.08,15584.0,United Kingdom
560260,22904,CALENDAR PAPER CUT DESIGN,1,7/17/2011 13:32,2.95,14044.0,United Kingdom
548151,84406B,CREAM CUPID HEARTS COAT HANGER,4,3/29/2011 12:57,4.15,13803.0,United Kingdom
563510,23313,VINTAGE CHRISTMAS BUNTING,50,8/17/2011 10:50,4.15,15734.0,United Kingdom
563510,22959,WRAP CHRISTMAS VILLAGE,25,8/17/2011 10:50,0.42,15734.0,United Kingdom
569373,22420,LIPSTICK PEN BABY PINK,100,10/3/2011 16:12,0.36,12971.0,United Kingdom
555588,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,6/6/2011 9:16,2.95,16849.0,United Kingdom
540402,22222,CAKE PLATE LOVEBIRD WHITE,12,1/7/2011 9:31,1.95,16567.0,United Kingdom
577410,22694,WICKER STAR ,2,11/20/2011 10:59,2.1,14664.0,United Kingdom
550469,22077,6 RIBBONS RUSTIC CHARM,2,4/18/2011 13:46,1.65,16399.0,United Kingdom
550032,21043,APRON MODERN VINTAGE COTTON,12,4/14/2011 11:39,1.95,15139.0,United Kingdom
542731,22472,TV DINNER TRAY DOLLY GIRL,1,1/31/2011 15:27,4.95,13600.0,United Kingdom
556527,22728,ALARM CLOCK BAKELIKE PINK,2,6/13/2011 11:33,3.75,16205.0,United Kingdom
564429,21373,MIRRORED WALL ART SNOWFLAKES,12,8/25/2011 11:31,0.75,16638.0,United Kingdom
576068,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,11/13/2011 15:52,3.75,14788.0,United Kingdom
567293,22348,TEA BAG PLATE RED RETROSPOT,12,9/19/2011 12:01,0.85,12640.0,France
578229,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,11/23/2011 11:54,1.25,16066.0,United Kingdom
564722,21385,IVORY HANGING DECORATION  HEART,24,8/28/2011 12:06,0.85,16456.0,United Kingdom
540520,22617,BAKING SET SPACEBOY DESIGN,1,1/9/2011 12:31,4.95,17555.0,United Kingdom
550941,21787,RAIN PONCHO RETROSPOT,10,4/21/2011 15:46,0.85,17109.0,United Kingdom
578953,23096,PETIT TRAY CHIC,6,11/27/2011 14:50,1.65,13546.0,United Kingdom
573150,21121,SET/10 RED POLKADOT PARTY CANDLES,6,10/27/2011 20:07,1.25,15014.0,United Kingdom
576061,15044C,PURPLE PAPER PARASOL,4,11/13/2011 15:29,2.95,13146.0,United Kingdom
578830,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,11/25/2011 14:58,4.25,15186.0,United Kingdom
576069,22261,FELT EGG COSY WHITE RABBIT ,2,11/13/2011 15:57,0.85,13603.0,United Kingdom
575045,23335,EGG FRYING PAN IVORY ,12,11/8/2011 12:09,2.08,14910.0,United Kingdom
558315,22283,6 EGG HOUSE PAINTED WOOD,4,6/28/2011 11:44,7.95,15065.0,United Kingdom
557950,23096,PETIT TRAY CHIC,2,6/23/2011 17:35,1.65,17848.0,United Kingdom
557038,22271,FELTCRAFT DOLL ROSIE,6,6/16/2011 13:57,2.95,14037.0,United Kingdom
564055,22112,CHOCOLATE HOT WATER BOTTLE,9,8/22/2011 14:03,4.95,13933.0,United Kingdom
569247,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,48,10/3/2011 10:08,2.55,17924.0,United Kingdom
577497,23570,TRADITIONAL PICK UP STICKS GAME ,4,11/20/2011 12:22,1.25,17555.0,United Kingdom
536423,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,12/1/2010 12:08,3.75,18085.0,United Kingdom
567293,48138,DOORMAT UNION FLAG,2,9/19/2011 12:01,8.25,12640.0,France
568828,21790,VINTAGE SNAP CARDS,12,9/29/2011 11:31,0.85,15175.0,United Kingdom
558886,23032,DOORKNOB CRACKED GLAZE IVORY,6,7/4/2011 15:13,1.65,13267.0,United Kingdom
563161,20719,WOODLAND CHARLOTTE BAG,10,8/12/2011 12:15,0.85,14790.0,United Kingdom
545872,20728,LUNCH BAG CARS BLUE,2,3/7/2011 14:51,1.65,15752.0,United Kingdom
566594,23204,CHARLOTTE BAG APPLES DESIGN,10,9/13/2011 15:03,0.85,16959.0,United Kingdom
566539,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,9/13/2011 11:34,0.39,17228.0,United Kingdom
577302,22595,GINGHAM HEART DECORATION,1,11/18/2011 12:57,0.85,17904.0,United Kingdom
537622,70007,HI TEC ALPINE HAND WARMER,1,12/7/2010 14:30,1.65,13173.0,United Kingdom
566233,22894,TABLECLOTH RED APPLES DESIGN ,2,9/11/2011 11:04,9.95,12635.0,Germany
581501,22695,WICKER WREATH SMALL,24,12/9/2011 10:46,0.59,12985.0,United Kingdom
575605,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,11/10/2011 12:35,0.29,17188.0,United Kingdom
553925,84596G,SMALL CHOCOLATES PINK BOWL,16,5/20/2011 9:38,0.42,15370.0,United Kingdom
538382,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,12/12/2010 11:37,4.95,17218.0,United Kingdom
564660,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,8/26/2011 14:45,3.75,15074.0,United Kingdom
541949,37370,RETRO COFFEE MUGS ASSORTED,12,1/24/2011 12:08,1.25,18136.0,United Kingdom
541435,22627,MINT KITCHEN SCALES,2,1/18/2011 10:28,8.5,13898.0,United Kingdom
563193,22348,TEA BAG PLATE RED RETROSPOT,1,8/12/2011 16:30,1.63,,United Kingdom
539314,22501,PICNIC BASKET WICKER LARGE,2,12/16/2010 18:20,9.95,13874.0,United Kingdom
550161,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,4/14/2011 15:58,2.95,14154.0,United Kingdom
573122,21930,JUMBO STORAGE BAG SKULLS,2,10/27/2011 16:23,2.08,14357.0,United Kingdom
536611,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,3,12/2/2010 9:43,4.65,15752.0,United Kingdom
562046,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,8/2/2011 10:34,4.95,12378.0,Switzerland
543094,47566,PARTY BUNTING,4,2/3/2011 11:28,4.65,16030.0,United Kingdom
578261,22224,WHITE LOVEBIRD LANTERN,10,11/23/2011 13:24,2.95,14216.0,United Kingdom
573955,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,11/2/2011 10:51,6.95,14216.0,United Kingdom
575678,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,11/10/2011 15:23,0.29,16169.0,United Kingdom
544070,22698,PINK REGENCY TEACUP AND SAUCER,6,2/15/2011 14:19,2.95,15370.0,United Kingdom
568715,21506,"FANCY FONT BIRTHDAY CARD, ",12,9/28/2011 16:07,0.42,17783.0,United Kingdom
546681,22418,10 COLOUR SPACEBOY PEN,24,3/16/2011 8:29,0.85,16297.0,United Kingdom
573346,23321,SMALL WHITE HEART OF WICKER,7,10/30/2011 12:18,1.65,17255.0,United Kingdom
579007,23552,BICYCLE PUNCTURE REPAIR KIT ,72,11/28/2011 9:11,1.79,17924.0,United Kingdom
576851,22110,BIRD HOUSE HOT WATER BOTTLE,2,11/16/2011 15:41,2.55,15967.0,United Kingdom
539314,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,12/16/2010 18:20,4.65,13874.0,United Kingdom
560209,22481,BLACK TEA TOWEL CLASSIC DESIGN,6,7/15/2011 14:05,1.25,15004.0,United Kingdom
550988,22855,FINE WICKER HEART ,12,4/21/2011 18:10,1.25,14231.0,United Kingdom
560209,23160,REGENCY TEA SPOON,24,7/15/2011 14:05,1.25,15004.0,United Kingdom
537415,22846,BREAD BIN DINER STYLE RED ,2,12/6/2010 15:09,16.95,16654.0,United Kingdom
549914,22894,TABLECLOTH RED APPLES DESIGN ,4,4/13/2011 9:32,9.95,14931.0,Channel Islands
539314,22803,IVORY EMBROIDERED QUILT ,5,12/16/2010 18:20,35.75,13874.0,United Kingdom
543171,20725,LUNCH BAG RED RETROSPOT,6,2/4/2011 9:11,4.96,,United Kingdom
577505,23357,HOT WATER BOTTLE SEX BOMB,4,11/20/2011 12:37,4.95,13118.0,United Kingdom
555842,21622,VINTAGE UNION JACK CUSHION COVER,3,6/7/2011 12:54,4.95,17874.0,United Kingdom
573415,23459,DOLLY CABINET 2 DRAWERS ,2,10/30/2011 16:17,12.5,13607.0,United Kingdom
552448,79071B,ENGLISH ROSE METAL WASTE BIN,2,5/9/2011 13:45,2.95,18120.0,United Kingdom
564713,22916,HERB MARKER THYME,1,8/28/2011 10:43,0.65,16768.0,United Kingdom
572287,21034,REX CASH+CARRY JUMBO SHOPPER,1,10/23/2011 12:26,0.95,15584.0,United Kingdom
572908,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,10/26/2011 15:47,3.75,15835.0,United Kingdom
540402,79337,BLUE FLOCK GLASS CANDLEHOLDER,48,1/7/2011 9:31,0.38,16567.0,United Kingdom
570724,23366,SET 12 COLOURING PENCILS DOILY,16,10/12/2011 11:22,0.65,12602.0,France
540402,22395,PAPERWEIGHT VINTAGE PAISLEY,12,1/7/2011 9:31,0.85,16567.0,United Kingdom
577527,22271,FELTCRAFT DOLL ROSIE,3,11/20/2011 13:40,2.95,17523.0,United Kingdom
571913,22580,ADVENT CALENDAR GINGHAM SACK,3,10/19/2011 15:29,5.95,18210.0,United Kingdom
560281,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,7/17/2011 15:59,4.25,17984.0,United Kingdom
577143,22424,ENAMEL BREAD BIN CREAM,2,11/18/2011 9:31,12.75,13200.0,United Kingdom
553916,21238,RED RETROSPOT CUP,8,5/20/2011 8:18,0.85,17166.0,United Kingdom
568152,22557,PLASTERS IN TIN VINTAGE PAISLEY ,3,9/25/2011 11:40,1.65,16480.0,United Kingdom
578854,85099B,JUMBO BAG RED RETROSPOT,20,11/27/2011 11:15,2.08,14859.0,United Kingdom
561879,23254,CHILDRENS CUTLERY DOLLY GIRL ,8,7/31/2011 12:43,4.15,13722.0,United Kingdom
557027,22652,TRAVEL SEWING KIT,10,6/16/2011 13:24,1.65,12816.0,Poland
562283,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,8/4/2011 10:43,2.95,15249.0,United Kingdom
571263,22588,CARD HOLDER GINGHAM HEART,6,10/16/2011 11:06,2.89,14910.0,United Kingdom
568593,22163,HEART STRING MEMO HOLDER HANGING,24,9/28/2011 10:54,0.79,13988.0,United Kingdom
578804,22112,CHOCOLATE HOT WATER BOTTLE,6,11/25/2011 12:57,4.95,17557.0,United Kingdom
572227,72598,SET/12 TAPER CANDLES,2,10/21/2011 14:01,0.85,15051.0,United Kingdom
576616,23173,REGENCY TEAPOT ROSES ,2,11/15/2011 16:56,9.95,14853.0,United Kingdom
541491,21137,BLACK RECORD COVER FRAME,8,1/18/2011 14:04,3.75,12510.0,Spain
564648,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,8/26/2011 14:04,1.25,15641.0,United Kingdom
553740,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,5/19/2011 9:31,1.25,16647.0,United Kingdom
564713,23338,EGG FRYING PAN RED ,1,8/28/2011 10:43,2.08,16768.0,United Kingdom
569661,23133,LARGE IVORY HEART WALL ORGANISER,2,10/5/2011 13:10,8.25,17483.0,United Kingdom
556121,22089,PAPER BUNTING VINTAGE PAISLEY,2,6/9/2011 10:09,2.95,15855.0,United Kingdom
571429,85049E,SCANDINAVIAN REDS RIBBONS,2,10/17/2011 12:50,1.25,15335.0,United Kingdom
541706,84970S,HANGING HEART ZINC T-LIGHT HOLDER,288,1/21/2011 10:35,0.64,18061.0,United Kingdom
546414,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,3/13/2011 10:25,2.95,16768.0,United Kingdom
565410,22921,HERB MARKER CHIVES ,12,9/4/2011 11:17,0.65,14691.0,United Kingdom
569401,22768,FAMILY PHOTO FRAME CORNICE,2,10/4/2011 8:56,9.95,15111.0,United Kingdom
560356,22767,TRIPLE PHOTO FRAME CORNICE ,4,7/18/2011 11:41,9.95,16875.0,United Kingdom
546117,22796,PHOTO FRAME 3 CLASSIC HANGING,2,3/9/2011 13:56,9.95,16771.0,United Kingdom
542254,22499,WOODEN UNION JACK BUNTING,6,1/26/2011 16:41,5.95,14733.0,United Kingdom
545071,85212,MINI PAINTED GARDEN DECORATION ,12,2/27/2011 15:59,0.85,15996.0,United Kingdom
549323,22492,MINI PAINT SET VINTAGE ,36,4/8/2011 10:26,0.65,12999.0,United Kingdom
567506,22961,JAM MAKING SET PRINTED,12,9/20/2011 14:37,1.45,13038.0,United Kingdom
578949,22686,FRENCH BLUE METAL DOOR SIGN No,1,11/27/2011 14:30,1.25,14954.0,United Kingdom
570242,21811,HANGING HEART WITH BELL,48,10/9/2011 15:40,0.39,16380.0,United Kingdom
549053,22195,LARGE HEART MEASURING SPOONS,12,4/6/2011 10:20,1.65,13863.0,United Kingdom
572317,16169E,WRAP 50'S  CHRISTMAS,25,10/23/2011 16:13,0.42,14629.0,United Kingdom
559357,22961,JAM MAKING SET PRINTED,1,7/7/2011 18:56,1.45,17107.0,United Kingdom
562680,20717,STRAWBERRY SHOPPER BAG,2,8/8/2011 13:46,1.25,17954.0,United Kingdom
576052,22614,PACK OF 12 SPACEBOY TISSUES,3,11/13/2011 14:48,0.39,15787.0,United Kingdom
561534,22037,ROBOT BIRTHDAY CARD,12,7/28/2011 9:45,0.42,14307.0,United Kingdom
581023,22114,HOT WATER BOTTLE TEA AND SYMPATHY,31,12/7/2011 10:35,8.29,,United Kingdom
543815,21383,PACK OF 12 STICKY BUNNIES,3,2/13/2011 15:18,0.65,17255.0,United Kingdom
553902,84978,HANGING HEART JAR T-LIGHT HOLDER,12,5/19/2011 18:02,1.25,15809.0,United Kingdom
560587,22625,RED KITCHEN SCALES,10,7/19/2011 15:49,6.0,13631.0,United Kingdom
570210,22981,PANTRY APPLE CORER,2,10/9/2011 10:48,1.45,13259.0,United Kingdom
574698,23209,LUNCH BAG VINTAGE DOILY ,10,11/6/2011 13:48,1.65,14039.0,United Kingdom
548405,22117,METAL SIGN HER DINNER IS SERVED ,6,3/31/2011 9:48,2.95,17088.0,United Kingdom
559656,21179,NO JUNK MAIL METAL SIGN,24,7/11/2011 12:57,0.39,13675.0,United Kingdom
576655,23355,HOT WATER BOTTLE KEEP CALM,8,11/16/2011 10:55,4.95,15687.0,United Kingdom
576784,21175,GIN + TONIC DIET METAL SIGN,4,11/16/2011 13:40,2.55,16204.0,United Kingdom
562579,22610,PENS ASSORTED FUNNY FACE,36,8/7/2011 13:30,0.19,16950.0,United Kingdom
553389,21868,POTTING SHED TEA MUG,2,5/16/2011 16:37,3.29,,United Kingdom
576364,84988,SET OF 72 PINK HEART PAPER DOILIES,2,11/14/2011 17:40,1.45,15009.0,United Kingdom
551543,21411,GINGHAM HEART  DOORSTOP RED,3,5/3/2011 9:26,4.25,16055.0,United Kingdom
564168,22667,RECIPE BOX RETROSPOT ,1,8/23/2011 13:51,2.95,16794.0,United Kingdom
540540,21875,KINGS CHOICE MUG,3,1/9/2011 15:10,1.25,17218.0,United Kingdom
550665,22432,WATERING CAN PINK BUNNY,6,4/20/2011 9:31,1.95,12530.0,Germany
550279,20750,RED RETROSPOT MINI CASES,4,4/15/2011 13:16,7.95,14700.0,United Kingdom
572058,23347,I LOVE LONDON BEAKER,1,10/20/2011 12:43,1.25,18252.0,United Kingdom
566422,10135,COLOURING PENCILS BROWN TUBE,10,9/12/2011 13:56,1.25,13064.0,United Kingdom
577595,84946,ANTIQUE SILVER T-LIGHT GLASS,6,11/20/2011 16:12,1.25,16399.0,United Kingdom
576611,21718,RED METAL BEACH SPADE ,1,11/15/2011 16:29,1.25,17357.0,United Kingdom
572095,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,6,10/20/2011 15:15,1.25,15511.0,United Kingdom
552290,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,5/8/2011 13:32,2.08,16007.0,United Kingdom
572092,22979,PANTRY WASHING UP BRUSH,1,10/20/2011 14:41,1.45,17125.0,United Kingdom
572703,22966,GINGERBREAD MAN COOKIE CUTTER,2,10/25/2011 14:35,1.25,16110.0,United Kingdom
542538,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,1/28/2011 13:54,2.55,15079.0,United Kingdom
570215,23284,DOORMAT KEEP CALM AND COME IN,1,10/9/2011 11:53,8.25,16066.0,United Kingdom
568907,22133,PINK LOVE HEART SHAPE CUP,12,9/29/2011 13:35,0.85,15370.0,United Kingdom
574832,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,11/7/2011 11:29,3.75,17183.0,United Kingdom
546979,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,3/18/2011 12:18,0.72,16256.0,United Kingdom
575905,84926A,WAKE UP COCKEREL TILE COASTER,24,11/11/2011 15:49,0.29,13732.0,United Kingdom
581395,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,12/8/2011 13:18,4.15,16892.0,United Kingdom
553363,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,5/16/2011 14:19,1.25,13650.0,United Kingdom
554132,23010,CIRCUS PARADE BABY GIFT SET,6,5/23/2011 9:43,14.95,12360.0,Austria
555638,23170,REGENCY TEA PLATE ROSES ,12,6/6/2011 12:51,1.65,15150.0,United Kingdom
564377,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,8/25/2011 10:26,4.25,15263.0,United Kingdom
548370,21750,LARGE SKULL WINDMILL,1,3/30/2011 16:14,2.1,15528.0,United Kingdom
538011,84991,60 TEATIME FAIRY CAKE CASES,7,12/9/2010 12:24,0.55,14896.0,United Kingdom
547990,47580,TEA TIME DES TEA COSY,6,3/29/2011 9:53,2.55,15589.0,United Kingdom
552703,22948,METAL DECORATION NAUGHTY CHILDREN ,6,5/10/2011 16:00,0.85,14462.0,United Kingdom
556280,21905,MORE BUTTER METAL SIGN ,4,6/9/2011 20:03,2.1,14584.0,United Kingdom
552045,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,5/6/2011 9:22,0.29,18241.0,United Kingdom
546117,84912A,PINK ROSE WASHBAG,3,3/9/2011 13:56,3.75,16771.0,United Kingdom
572314,22334,DINOSAUR PARTY BAG + STICKER SET,6,10/23/2011 15:59,1.65,17111.0,United Kingdom
549977,22728,ALARM CLOCK BAKELIKE PINK,2,4/13/2011 14:54,3.75,14810.0,United Kingdom
575868,20982,12 PENCILS TALL TUBE SKULLS,12,11/11/2011 12:44,0.85,12985.0,United Kingdom
569148,23439,HAND WARMER RED LOVE HEART,12,9/30/2011 15:52,2.1,16613.0,United Kingdom
574940,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,11/7/2011 17:21,0.55,14929.0,United Kingdom
549325,85053,FRENCH ENAMEL CANDLEHOLDER,6,4/8/2011 10:32,2.1,12717.0,Greece
562204,20984,12 PENCILS TALL TUBE POSY,14,8/3/2011 12:54,0.29,16324.0,United Kingdom
571263,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,10/16/2011 11:06,1.65,14910.0,United Kingdom
555112,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,5/31/2011 14:48,0.85,17725.0,United Kingdom
576686,51014A,"FEATHER PEN,HOT PINK",12,11/16/2011 12:08,0.39,16916.0,United Kingdom
560281,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,7/17/2011 15:59,2.1,17984.0,United Kingdom
579667,22197,POPCORN HOLDER,6,11/30/2011 12:32,0.85,16361.0,United Kingdom
